ndate;c4_q;c5_q;c6_q;c7_q;c8_q;rtp;T;P;U;ff;ff10;Td;RRR;Wg;so2_n;so2_m;so2_ug
2017-11-10 20:40:00;0;28638.8697102865;36152.0904296875;0;0;2;2;739.6;88;3;8;0.2;0;225;0.0109278601671879;0;0.40599998831749
2017-11-10 20:42:00;0;28201.5013997396;35949.8181640625;0;0;2;2;739.6;88;3;8;0.2;0;225;0.0102266492166867;0;0.40599998831749
2017-11-10 20:44:00;0;30878.8018229167;17691.9211263021;0;0;2;2;739.6;88;3;8;0.2;0;225;0.0122563121374696;0;0.40599998831749
2017-11-10 20:46:00;0;25114.5015625;33479.8487304688;0;0;2;2;739.6;88;3;8;0.2;0;225;0.00928731514140963;0;0.40599998831749
2017-11-10 20:48:00;0;30602.822249349;40596.3509114583;0;0;2;2;739.6;88;3;8;0.2;0;225;0.0109042365724842;0;0.40599998831749
2017-11-10 20:50:00;0;39009.61640625;41499.8422851563;0;0;2;2;739.6;88;3;8;0.2;0;225;0.0154761542721341;0;0.40599998831749
2017-11-10 20:52:00;0;42738.5789713542;34681.4595214844;0;0;2;2;739.6;88;3;8;0.2;0;225;0.0115793406575297;0;0.40599998831749
2017-11-10 20:54:00;0;44895.2404296875;39019.3612304687;0;0;2;2;739.6;88;3;8;0.2;0;225;0.0100742068995411;0;0.40599998831749
2017-11-10 20:56:00;0;47008.2866536458;36462.9376953125;0;0;2;2;739.6;88;3;8;0.2;0;225;0.0148902531480417;0;0.40599998831749
2017-11-10 20:58:00;0;46450.4965983073;24322.5155761719;0;0;2;2;739.6;88;3;8;0.2;0;225;0.0170888511308779;0;0.40599998831749
2017-11-10 21:00:00;0;0;32520.0973632812;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0136259275566166;0;0.40599998831749
2017-11-10 21:02:00;0;0;37902.0060384115;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0114385251421481;0;0.40599998831749
2017-11-10 21:04:00;0;0;27444.1440592448;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.00920293648572018;0;0.40599998831749
2017-11-10 21:06:00;0;0;39585.3756673177;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.00925080144467453;0;0.40599998831749
2017-11-10 21:08:00;0;24914.949593099;37605.3272786458;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.00783962073425452;0;0.40599998831749
2017-11-10 21:10:00;0;40079.6252604167;35393.0665527344;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.00970306821788351;0;0.40599998831749
2017-11-10 21:12:00;0;35520.8056640625;43296.5029622396;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0102860536891967;0;0.40599998831749
2017-11-10 21:14:00;0;39657.1262044271;43048.4795247396;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0109808016646033;0;0.40599998831749
2017-11-10 21:16:00;0;30909.0059407552;44394.8696289063;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0110558675912519;0;0.40599998831749
2017-11-10 21:18:00;0;32496.0305989583;44902.9614908854;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0119808908474321;0;0.40599998831749
2017-11-10 21:20:00;0;30900.1138183594;44926.4845377604;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0146699198676894;0;0.40599998831749
2017-11-10 21:22:00;0;27250.0724121094;44856.2465820313;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.00925141569847862;0;0.40599998831749
2017-11-10 21:24:00;0;27027.816389974;44366.1320638021;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0157192051953947;0;0.40599998831749
2017-11-10 21:26:00;0;42170.7104492188;42561.7865885417;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0145451637838657;0;0.40599998831749
2017-11-10 21:28:00;0;41759.4975260417;42639.8992513021;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0174413049438347;0;0.40599998831749
2017-11-10 21:30:00;0;41306.3292643229;38066.1264729818;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0183175346581265;0;0.40599998831749
2017-11-10 21:32:00;0;46598.6136067708;0;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0174896471512814;0;0.40599998831749
2017-11-10 21:34:00;0;50645.4449544271;0;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.022974807373248;0;0.40599998831749
2017-11-10 21:36:00;0;52689.4871744792;0;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0247354564256966;0;0.40599998831749
2017-11-10 21:38:00;0;5840.80457356771;0;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0231607323590045;0;0.40599998831749
2017-11-10 21:40:00;0;0;12803.4559407552;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0208675919566303;0;0.40599998831749
2017-11-10 21:42:00;0;0;42604.9851236979;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0219598806540792;0;0.40599998831749
2017-11-10 21:44:00;0;0;37702.2589192708;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0189002025096367;0;0.40599998831749
2017-11-10 21:46:00;0;0;45755.6175130208;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.016669189510867;0;0.40599998831749
2017-11-10 21:48:00;0;0;37527.2683268229;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0174396181556707;0;0.40599998831749
2017-11-10 21:50:00;0;0;42041.7607584635;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0211626769897218;0;0.40599998831749
2017-11-10 21:52:00;0;0;36651.6849934896;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0150109311410536;0;0.40599998831749
2017-11-10 21:54:00;0;0;44540.9958658854;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0174032838161414;0;0.40599998831749
2017-11-10 21:56:00;0;0;38040.5554036458;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.012472371594049;0;0.40599998831749
2017-11-10 21:58:00;0;0;35857.8775065104;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.016325529338792;0;0.40599998831749
2017-11-10 22:00:00;0;0;38859.4897460938;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0205553487952178;0;0.40599998831749
2017-11-10 22:02:00;0;0;43197.2163736979;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0206136870663613;0;0.40599998831749
2017-11-10 22:04:00;0;0;45696.9415364583;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0133595990948379;0;0.40599998831749
2017-11-10 22:06:00;0;0;47024.4450846354;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0117348498354355;0;0.40599998831749
2017-11-10 22:08:00;0;0;45488.2200195312;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0105695474427193;0;0.40599998831749
2017-11-10 22:10:00;0;0;44388.6102213542;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.00942902707029134;0;0.40599998831749
2017-11-10 22:12:00;0;0;29309.8974121094;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0098763134640952;0;0.40599998831749
2017-11-10 22:14:00;0;0;0;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.00996580934152007;0;0.40599998831749
2017-11-10 22:16:00;0;0;0;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0106294765447577;0;0.40599998831749
2017-11-10 22:18:00;0;0;0;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0103013281788056;0;0.40599998831749
2017-11-10 22:20:00;0;0;0;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0121489396706844;0;0.40599998831749
2017-11-10 22:22:00;0;0;0;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0123092925641686;0;0.40599998831749
2017-11-10 22:24:00;0;0;0;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0184795535479983;0;0.40599998831749
2017-11-10 22:26:00;0;0;0;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0246758547844365;0;0.40599998831749
2017-11-10 22:28:00;0;0;0;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0182677406352013;0;0.40599998831749
2017-11-10 22:30:00;0;0;0;0;0;2;2;740.5;88;6;8;0.2;0.5;180;0.0209362227081632;0;0.40599998831749
2017-11-10 22:32:00;0;0;0;0;0;1;2;740.5;88;6;8;0.2;0.5;180;0.0194449137663469;0;0.40599998831749
2017-11-10 22:34:00;0;0;0;0;0;1;2;740.5;88;6;8;0.2;0.5;180;0.0198541458152855;0;0.40599998831749
2017-11-10 22:36:00;0;0;0;0;0;1;2;740.5;88;6;8;0.2;0.5;180;0.0197651252616197;0;0.40599998831749
2017-11-10 22:38:00;0;0;0;0;0;1;2;740.5;88;6;8;0.2;0.5;180;0.0207598260836676;0;0.40599998831749
2017-11-10 22:40:00;0;0;0;0;0;1;2;740.5;88;6;8;0.2;0.5;180;0.0208466837182641;0;0.40599998831749
2017-11-10 22:42:00;0;0;0;0;0;1;2;740.5;88;6;8;0.2;0.5;180;0.0219212917766223;0;0.40599998831749
2017-11-10 22:44:00;0;0;0;0;0;1;2;740.5;88;6;8;0.2;0.5;180;0.0188258721726015;0;0.40599998831749
