ndate;c4_q;c5_q;c6_q;c7_q;c8_q;rtp;T;P;U;ff;ff10;Td;RRR;Wg;so2_n;so2_m;so2_ug
2017-11-10 01:40:00;0;28788.3539876302;43631.9991210938;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0;0;0.40599998831749
2017-11-10 01:42:00;0;30014.7432779948;39695.5100260417;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0;0;0.40599998831749
2017-11-10 01:44:00;0;37255.2263834635;18022.6204020182;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00195692708560576;0.00023199498342971;0.40599998831749
2017-11-10 01:46:00;0;32693.6075846354;18354.4975423177;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.0044927964064603;0;0.40599998831749
2017-11-10 01:48:00;0;28984.3036621094;30106.8067708333;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.0061298111686483;0;0.40599998831749
2017-11-10 01:50:00;0;35387.5513834635;36886.2124023438;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00774360423286756;0;0.40599998831749
2017-11-10 01:52:00;0;26031.3377278646;39498.3635091146;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00517623412112395;0;0.40599998831749
2017-11-10 01:54:00;0;26233.6169270833;33623.0443033854;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00923876155478259;0;0.40599998831749
2017-11-10 01:56:00;0;28846.047672526;36871.6455891927;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00763982580974698;0;0.40599998831749
2017-11-10 01:58:00;0;29685.6738769531;33928.4256510417;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00361556857048223;0;0.40599998831749
2017-11-10 02:00:00;0;30053.5513834635;34157.643359375;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00594019571629663;0;0.40599998831749
2017-11-10 02:02:00;0;29290.7310384115;28675.1647949219;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00708047467439125;0;0.40599998831749
2017-11-10 02:04:00;0;30078.2125;30370.9767578125;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00520113988313824;0;0.40599998831749
2017-11-10 02:06:00;0;29872.6354166667;36086.0076171875;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00262562893331051;0;0.40599998831749
2017-11-10 02:08:00;0;29661.5410807292;37396.9849283854;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00356333078040431;0;0.40599998831749
2017-11-10 02:10:00;0;32213.8419759115;39032.8937174479;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00395153735298663;0;0.40599998831749
2017-11-10 02:12:00;0;32254.2386393229;37709.2395507812;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00517674138148626;0;0.40599998831749
2017-11-10 02:14:00;0;33110.3536621094;38290.666015625;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00520342524784307;0;0.40599998831749
2017-11-10 02:16:00;0;35110.4232096354;39151.3996419271;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00379895622997234;0;0.40599998831749
2017-11-10 02:18:00;0;37223.7960286458;39265.7419921875;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00721792521265646;0;0.40599998831749
2017-11-10 02:20:00;0;23799.7286783854;40370.0483072917;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00662023103795946;0;0.40599998831749
2017-11-10 02:22:00;0;0;40980.5901041667;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.0107543932351594;0;0.40599998831749
2017-11-10 02:24:00;0;0;40539.1753255208;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.0158433529781178;0;0.40599998831749
2017-11-10 02:26:00;0;0;40708.1063151042;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.0140318895069261;0;0.40599998831749
2017-11-10 02:28:00;0;0;27828.1918619792;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.0109211595884214;0;0.40599998831749
2017-11-10 02:30:00;0;0;0;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00729463499349852;0;0.40599998831749
2017-11-10 02:32:00;0;0;0;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00534500232897699;0;0.40599998831749
2017-11-10 02:34:00;0;0;0;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.000615753745660186;0;0.40599998831749
2017-11-10 02:36:00;0;0;0;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.0103275913357114;0;0.40599998831749
2017-11-10 02:38:00;0;0;0;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.0139966910316919;0;0.40599998831749
2017-11-10 02:40:00;0;0;0;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.0107194643467665;0;0.40599998831749
2017-11-10 02:42:00;0;0;0;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00498340784882506;0;0.40599998831749
2017-11-10 02:44:00;0;0;0;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00376013927937796;0;0.40599998831749
2017-11-10 02:46:00;0;0;0;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00380942033759008;0;0.40599998831749
2017-11-10 02:48:00;0;0;0;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00484516228704403;0;0.40599998831749
2017-11-10 02:50:00;0;0;0;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00439343760566165;0;0.40599998831749
2017-11-10 02:52:00;0;0;0;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.0037201522073398;0;0.40599998831749
2017-11-10 02:54:00;0;0;0;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00311963308292131;0;0.40599998831749
2017-11-10 02:56:00;0;0;0;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00391634595580399;0;0.40599998831749
2017-11-10 02:58:00;0;0;0;0;0;2;5.2;746.9;85;2;4;2.9;0;112;0.00588149648004522;0;0.40599998831749
2017-11-10 03:00:00;0;0;0;0;0;2;2.8;739.9;86;11;18;0.6;0;112;0.00538639788671086;0;0.40599998831749
2017-11-10 03:02:00;0;0;0;0;0;2;2.8;739.9;86;11;18;0.6;0;112;0.00252899230302622;0;0.40599998831749
2017-11-10 03:04:00;0;0;42079.4892903646;0;0;2;2.8;739.9;86;11;18;0.6;0;112;0.00859232476601998;0;0.40599998831749
2017-11-10 03:06:00;0;0;43429.0722005208;0;0;2;2.8;739.9;86;11;18;0.6;0;112;0.00841407643941542;0;0.40599998831749
2017-11-10 03:08:00;0;13161.2646240234;39214.0276692708;0;0;2;2.8;739.9;86;11;18;0.6;0;112;0.00609120765390495;0;0.40599998831749
2017-11-10 03:10:00;0;0;34576.8329427083;0;0;2;2.8;739.9;86;11;18;0.6;0;112;0.00462333749358853;0;0.40599998831749
2017-11-10 03:12:00;0;0;31396.1522623698;0;0;2;2.8;739.9;86;11;18;0.6;0;112;0.00426228512854626;0;0.40599998831749
2017-11-10 03:14:00;0;0;42756.8219075521;0;0;2;2.8;739.9;86;11;18;0.6;0;112;0.0053810808652391;0;0.40599998831749
2017-11-10 03:16:00;0;0;30696.3709309896;0;0;2;2.8;739.9;86;11;18;0.6;0;112;0.00412019336751352;0;0.40599998831749
2017-11-10 03:18:00;0;0;39968.2487141927;0;0;2;2.8;739.9;86;11;18;0.6;0;112;0.00350586054070542;0;0.40599998831749
2017-11-10 03:20:00;0;0;28295.2204264323;0;0;2;2.8;739.9;86;11;18;0.6;0;112;0.00409506167440365;0;0.40599998831749
